Model	Last_Change_Date	Region	Make	Aircraft_Group	Regis_Code	Design_Character	No_Engines	Type_Engine	Type_Landing_Gear	TC_Data_Sheet_Number	TC_Model
PC6350H1    	03/22/1983	EU	PILATS	PC6   	7090118	1H7	1          	3O	  	7A15    	PC6350H1            
PC6350H2    	03/22/1983	EU	PILATS	PC6   	7090122	1H7	1          	3O	  	7A15    	PC6350H2            
PC6A        	03/22/1983	EU	PILATS	PC6T  	7090202	1H7	1          	3T	  	7A15    	PC6A                
PC6AH1      	03/22/1983	EU	PILATS	PC6T  	7090204	1H7	1          	3T	  	7A15    	PC6AH1              
PC6AH2      	03/22/1983	EU	PILATS	PC6T  	7090206	1H7	1          	3T	  	MA15    	PC6AH2              
PC6B1AH2    	03/11/2003	EU	PILATS	PC6T  	       	1H7	1          	3T	  	        	PC6B1AH2            
PC6B1H2     	03/22/1983	EU	PILATS	PC6T  	3375011	1H7	1          	3T	  	7A15    	PC6B1H2             
PC6B2H2     	03/22/1983	EU	PILATS	PC6T  	7090213	1H7	1          	3T	  	7A15    	PC6B2H2             
PC6B2H4     	10/17/2008	  	PILATS	PC6   	       	1H7	1          	3T	  	7A15    	PC6B2H4             
PC6BH2      	03/22/1983	EU	PILATS	PC6T  	7090210	1H7	1          	3T	  	7A15    	PC6BH2              
PC6CH2      	03/22/1983	EU	PILATS	PC6T  	7090214	1H7	1          	3T	  	7A15    	PC6CH2              
PC6H1       	03/22/1983	EU	PILATS	PC6   	7090106	1H7	1          	3O	  	7A15    	PC6H1               
PC6H2       	03/22/1983	EU	PILATS	PC6   	7090110	1H7	1          	3O	  	7A15    	PC6H2               
PC7         	10/09/1986	EU	PILATS	PC7   	7090401	1L7	1          	3T	RT	A50EU   	PC7                 
PCF         	03/22/1983	EA	WACO  	P     	9600406	1Q7	1          	3R	  	ATC453  	PCF                 
PD808526    	11/06/2001	EU	INDAER	808526	6960101	2H7	2          	4J	  	A12EU   	PD808526            
PDQ2        	10/07/1999	GL	AMTR  	PDQ   	       	1H7	1          	3O	  	EXPA1H71	PDQ2E               
PEGASUS     	10/11/2007	GL	PWRCHT	PGASUS	0590027	1P7	1          	3O	NT	EXPA1P71	PEGASUS             
PEGAZAIR100 	08/16/2001	GL	AMTR  	PEZAIR	       	1H7	1          	3I	NC	EXPA1H71	REGAZAIR100         
PEREGRINE600	03/22/1983	SO	GULSTM	600   	3970203	1L7	1          	3O	  	EXPA1L71	PEREGRINE600        
PERFECT     	09/24/2013	  	AMTR  	PERFCT	       	1Q7	1          	3O	  	EXPA1Q71	CRISPPERFECT        
PETREL      	07/26/1993	GL	AMTR  	PETREL	71046ZO	1Q7	1          	3O	RT	EXPA1Q71	SMANPETREL          
PHANTOM1    	03/22/1983	SW	LUSCMB	1     	5350102	1H7	1          	3R	  	ATC552  	PHANTOM1            
PHANTOM1S   	03/22/1983	SW	LUSCMB	1     	5350104	1H7	1          	3R	  	ATC552  	PHANTOM1S           
PHANTOMX1   	09/14/2007	CE	AMTR  	PHNTOM	       	1H7	1          	3I	NT	        	PHANTOMX1           
PHASEII     	09/25/2008	GL	COSMOS	      	       	1W7	1          	  	  	        	PHASEII             
PHASEIII    	09/25/2008	  	COSMOS	      	       	1W7	1          	  	  	        	PHASEIII            
PHENIX      	04/17/1991	GL	AMTR  	PHENIX	05616XD	1L7	1          	3O	NC	EXPA1L71	PHOENIX VENDETTA    
PHOEBUSA1   	03/22/1983	EU	ENTWIC	PHEBUS	3321204	1K0	0          	  	  	G16EU   	PHOEBUSA1           
PHOEBUSB1   	03/22/1983	EU	ENTWIC	PHEBUS	3321206	1K0	0          	  	  	G16EU   	PHOEBUSB1           
PHOEBUSC    	03/22/1983	EU	ENTWIC	PHEBUS	3321210	1K0	0          	  	  	G16EU   	PHOEBUSC            
PHOENIX     	11/23/2007	SO	FREEDO	PHOENI	056232Z	1M7	1          	3O	RT	EXPA1M71	FREEDOMPHOENIX      
PHOENIXII   	01/25/2008	GL	AMTR  	PHOENX	056207W	1W7	1          	3I	NT	EXPA1W71	AMERICANAEROPHOENIX 
PIASECKIHRP1	03/22/1983	WP	ALAHEL	HRP   	6980202	1G7	1          	3R	  	AR17    	PIASECKIHRP1        
PIASECKIHRP2	03/22/1983	WP	ALAHEL	HRP   	6980204	1G7	1          	3R	  	AR21    	PIASECKIHRP2        
PIELEMERAUDE	07/02/2002	GL	AMTR  	PIEL  	70218SP	1L7	1          	3O	NT	EXPA1L71	PIELEWERAUDE        
PIETENCAMPER	09/23/2008	  	      	      	       	   		  	  	        	PIETENPOL CAMPER    
PIETENPOL   	05/28/1991	GL	AMTR  	MINEAR	7040220	1H7	1          	3O	NC	EXPA1H71	MINEAR PIETENPOL    
PIETENPOLAIR	04/11/2001	GL	AMTR  	STCROX	7040363	1H7	1          	3I	NC	EXPA1H71	PIETENPOLAIRCAMPER  
PIETENPOLMIL	09/25/2008	  	AMTR  	      	       	   		  	  	        	PIETENPOL MILLER    
PIETENPSCOUT	06/02/2003	GL	AMTR  	SCOUT 	05610D6	1H7	1          	  	  	EXPA1H71	PIETENPOLSKYSCOUT   
PIK20       	03/22/1983	EU	EIRVON	20    	5760202	1K0	0          	  	  	G31EU   	PIK20               
PIK20B      	03/22/1983	EU	EIRVON	20    	5760204	1K0	0          	  	  	G31EU   	PIK20B              
PIK20D      	03/22/1983	EU	EIRVON	20    	5760206	1K0	0          	  	  	G31EU   	PIK20D              
PIK20E      	03/22/1983	EU	EIRVON	20    	5760207	1K0	0          	  	  	G31EU   	PIK20E              
PIK30       	08/23/1996	GL	AMTR  	PIK30 	8270320	1K7	1          	3I	RC	EXPA1K71	PIK30               
PILATUS     	07/05/1989	EU	EXPER 	P2    	056361T	1L7	1          	4V	RC	EXPA1L71	PILATUSP2           
PILGRIM100A 	03/22/1983	EA	AMERAP	PILGRM	0620102	1H7	1          	3R	  	ATC443  	PILGRIM100A         
PILGRIM100B 	03/22/1983	EA	AMERAP	PILGRM	0620104	1H7	1          	3R	  	ATC470  	PILGRIM100B         
PILGRIMFC2  	03/22/1983	EA	AMERAP	PILGRM	0620302	1H7	1          	3R	  	ATC10   	PILGRIMFC2          
PIONEER2    	10/07/1999	GL	AMTR  	PIONER	       	1K0	0          	  	  	EXPA1K00	PIONEER2            
PIONEER300S 	10/16/2003	GL	AMTR  	PIONER	05611KJ	1L7	1          	30	RT	EXPA1L71	PIONEER300S         
PIONEERSER2 	03/22/1983	EU	SCTAIV	PIONER	       	2H7	2          	3R	  	7A7     	TWINPIONEERSERIES2  
PIONEERSER3 	03/22/1983	EU	SCTAIV	PIONER	       	2H7	2          	3R	  	7A7     	TWINPIONEERSERIES3  
PIPITSP1    	02/03/1999	GL	AMTR  	SP1   	05611GN	1L7	1          	3O	NT	EXPA1L71	PIPITSP1            
PITCHERW8   	12/19/1997	GL	AMTR  	W8    	       	1L7	1          	3O	NC	EXPA1L71	PITCHER W8          
PITTSMODEL12	04/03/2002	GL	AMTR  	PITTS 	05603X6	1Q7	1          	3R	NC	EXPA1Q71	PITTSMODEL12        
PITTSS1     	07/27/2000	GL	AMTR  	PITTS 	       	1Q7	1          	3O	NT	EXPA1Q71	PITTSS1             
PITTSS1C    	08/07/2000	GL	AMTR  	PITTS 	       	1Q7	1          	3O	  	EXPA1Q71	PITTSS1C            
PITTSS1D    	11/04/2002	GL	AMTR  	PITTS 	7221233	1Q7	1          	3O	NC	EXPA1Q71	PITTSS1D            
PITTSS1S    	12/20/1996	EU	AVIAT 	S1S   	72206BW	1Q7	1          	3O	NC	A8SO    	PITTSS1S            
PITTSS1SE   	11/04/2008	GL	AMTR  	PITTS 	72206CM	1Q7	1          	3O	  	        	PITTS S1SE          
PITTSS1T    	09/14/1995	GL	AMTR  	S1T   	2210310	1Q7	1          	3O	NC	EXPA1Q71	PITTSS1T AVIAT      
PITTSS1X    	02/06/2002	GL	AMTR  	PITTS 	7221329	1Q7	1          	3O	NC	EXPA1Q71	PITTSS1X            
PITTSS2A    	02/26/2002	EU	AVIAT 	S2A   	0110201	1Q7	1          	3O	NC	A8SO    	PITTSS2A            
PITTSS2B    	02/29/2000	EU	AVIAT 	S2B   	2210308	1Q7	1          	3O	NC	A8SO    	PITTSS2B            
PITTSS2C    	08/01/2002	GL	AMTR  	PITTS 	       	1Q7	1          	  	NC	EXPA1Q71	PITTSS2C            
PITTSS2E    	12/20/1996	GL	AMTR  	S2E   	7221706	1Q7	1          	3O	NC	EXPA1Q71	PITTSS2E            
PITTSSPECIAL	10/07/1999	GL	AMTR  	PITTS 	       	1Q7	1          	3O	  	EXPA1Q71	PITTSSPECIAL        
PITTSSPECS1 	10/07/1999	GL	AMTR  	PITTS 	       	1Q7	1          	3O	  	EXPA1Q71	PITTSSPECIALS1      
PITTSSPECS1A	10/07/1999	GL	AMTR  	PITTS 	       	1Q7	1          	3O	  	EXPA1Q71	PITTSSPECIALS1A     
PITTSSPECS1C	10/07/1999	GL	AMTR  	PITTS 	       	1Q7	1          	3O	  	EXPA1Q71	PITTSSPECIALS1C     
PITTSSPECS1D	10/07/1999	GL	AMTR  	PITTS 	       	1Q7	1          	3O	  	EXPA1Q71	PITTSSPECIALS1D     
PITTSSPECS1S	02/16/2000	GL	AMTR  	PITTS 	       	1Q7	1          	3O	NT	EXPA1Q71	PITTSSPECIALS1S     
PITTSSPECS2 	09/10/2008	GL	AMTR  	PITTS 	0561318	1Q7	1          	3O	NC	EXPA1Q71	PITTSSPECIALS2      
PITTSSPECS2E	04/26/2001	GL	AMTR  	PITTS 	7221706	1Q7	1          	3O	NC	EXPA1Q71	PITTSSPECS2E        
PITTSSPECS2S	10/07/1999	GL	AMTR  	PITTS 	       	1Q7	1          	3O	  	EXPA1Q71	PITTSSPECIALS2S     
PITTSSPECSC1	05/08/2001	GL	AMTR  	PITTS 	722024Y	1Q7	1          	3O	NT	EXPA1Q71	PITTSSPECIALSC1     
PITTSSPECSR 	10/07/1999	GL	AMTR  	FALCON	05658UG	1Q7	1          	3O	NC	EXPA1Q71	FALCONSRPITTS       
PJ1         	10/07/1999	GL	AMTR  	PJ    	0565231	1L7	1          	3O	NT	EXPAIL71	MURPHYCHARLESPJ1    
PJ260       	10/07/1999	GL	AMTR  	D260  	       	1Q7	1          	3O	  	EXPA1Q71	PJ260               
PJC1HARLOW  	03/22/1983	WP	PECOCK	PJC   	4160202	1H7	1          	3R	  	TC659   	PJC1                
PJC2HARLOW  	03/22/1983	WP	PECOCK	PJC   	4160204	1H7	1          	3R	  	TC659   	PJC2                
PL1         	02/25/1991	GL	AMTR  	PL1   	05613E7	1L7	1          	3O	NT	EXPA1L71	PL1                 
PL1B        	11/14/2000	GL	AMTR  	PL1   	05613L3	1L7	1          	3O	NT	EXPA1L71	PL1B                
PL4A        	10/07/1999	GL	AMTR  	LAMNAR	       	1L7	1          	3O	  	EXPA1L71	PL4A                
PLA         	03/22/1983	EA	WACO  	PLA   	9600308	1Q7	1          	3R	  	ATC502  	PLA                 
PLAYBOYR    	03/22/1983	WP	KINNER	R     	4940102	1L7	1          	3R	  	ATC554  	PLAYBOYR            
POBERJRACE  	09/12/1997	GL	AMTR  	POBERJ	05625RE	1H7	1          	3R	NT	EXPA1H71	POBERJRACE          
POBERPIXIE  	10/07/1999	GL	AMTR  	PIXIE 	0564215	1H7	1          	3O	NC	EXPA1H71	POBERPIXIE          
POLENSPECIAL	10/07/1999	GL	AMTR  	POLEN2	       	1L7	1          	3O	  	EXPA1L71	SPECIAL             
POLLIWAGON  	03/22/1983	GL	AMTR  	POLWAG	05613G3	1L7	1          	3O	  	EXPA1L71	POLLIWAGON          
POSTA       	03/22/1983	SW	POST  	A     	7280102	1Q7	1          	3I	  	ATC561  	A                   
PQ14AKALT   	03/22/1983	SW	SUPAC 	14    	8730402	1L7	1          	3O	  	LTC28   	PQ14A               
PQ14BKALT   	03/22/1983	SW	SUPAC 	14    	8730404	1L7	1          	3O	  	LTC28   	PQ14B               
PQ8         	03/22/1983	SW	MCBEMS	LAR   	5160106	1L7	1          	3O	  	A748    	PQ8                 
PQ8A        	03/22/1983	EA	JAMISN	J1    	4650504	1L7	1          	3O	  	2584    	PQ8A                
PRECEPTER   	07/15/1996	GL	AMTR  	PRECEP	05646ET	1H7	1          	3O	NC	EXPA1H71	PRECEPTER           
PREDATOR480 	10/07/1999	GL	AMTR  	ATAC  	05613GZ	1L7	1          	3O	NT	EXPA1L71	ATAC480             
PRG1        	03/22/1983	EA	PRATT 	PRG1  	7300102	1K0	0          	  	  	GTC12   	PRG1                
PRGSIVEARDYN	03/20/2001	GL	AMTR  	PRGSIV	05607MC	1H7	1          	3I	  	EXPA1H71	PRGSIVEARDYNSEAREY  
PRIMARYGLIDE	10/07/1999	GL	AMTR  	PRIGLD	       	1K0	0          	  	  	EXPA1K00	REPLICAPRIMARYGLIDER
PRINCEX     	03/22/1983	WP	AIRBLD	PRNCX 	0320102	1Q7	1          	3I	  	2258    	STUDENTPRINCEX      
PROGRESSSPEC	11/07/2001	GL	AMTR  	PRILGR	05601W4	   		3O	  	EXPA    	PROGRESSSPECIAL     
PROPJET     	08/22/2007	GL	AMTR  	LANCAR	0561820	1L7	1          	3T	RT	EXPA1L71	PROPJET             
PROSPECTOR  	10/07/1999	GL	AMTR  	PROSP 	O5613MP	1H7	1          	3O	NC	EXPA1H71	SUPERPROSPECTOR     
PROTECHPT2B 	09/16/2008	GL	AMTR  	PROTEC	       	1H7	1          	3O	NC	EXPA1H71	PROTECHPT2B         
PRUE160     	05/28/1999	GL	AMTR  	PRU160	05603AK	1M7	1          	3O	NC	EXPA1M00	PRUE160             
PSE1        	08/13/2002	GL	AMTR  	WOODHS	       	1M0	0          	  	  	EXPA1M00	WOODHOUSEPSE1       
PT101       	03/22/1983	CE	AMTR  	PT101 	05601TW	1H7	1          	  	  	EXPA1H71	MESSERSNIPEPT101    
PT13        	03/22/1983	CE	BOEING	75    	1380106	1Q7	1          	3R	  	A743    	PT13                
PT13A       	03/22/1983	CE	BOEING	75    	1380110	1Q7	1          	3R	  	A743    	PT13A               
PT13B       	03/22/1983	CE	BOEING	75    	1380112	1Q7	1          	3R	  	A743    	PT13B               
PT13C       	03/22/1983	CE	BOEING	75    	1380114	1Q7	1          	3R	  	A743    	PT13C               
PT13D       	03/22/1983	CE	BOEING	75    	1380122	1Q7	1          	3R	  	A743    	PT13D               
PT17        	03/22/1983	CE	BOEING	75    	1380136	1Q7	1          	3R	  	A743    	PT17                
PT17A       	03/22/1983	CE	BOEING	75    	1380138	1Q7	1          	3R	  	A743    	PT17A               
PT18        	03/22/1983	CE	BOEING	75    	1380130	1Q7	1          	3R	  	A743    	PT18                
PT19        	03/22/1983	EA	FRCHLD	M62   	3371606	1L7	1          	3I	  	A724    	PT19                
PT19A       	03/22/1983	EA	FRCHLD	M62   	3371608	1L7	1          	3I	  	A724    	PT19A               
PT19AAE     	03/22/1983	EA	FRCHLD	M62   	3371610	1L7	1          	3I	  	A724    	PT19AAE             
PT19ASL     	03/22/1983	EA	FRCHLD	M62   	3371612	1L7	1          	3I	  	A724    	PT19ASL             
PT19B       	03/22/1983	EA	FRCHLD	M62   	3371614	1L7	1          	3I	  	A724    	PT19B               
PT19BAE     	03/22/1983	EA	FRCHLD	M62   	3371616	1L7	1          	3I	  	A724    	PT19BAE             
PT2         	06/16/1994	GL	AMTR  	PT2   	056184H	1H7	1          	3I	NC	EXPA1H71	PROTECHPT2          
PT22        	03/22/1983	WP	RYAN  	ST3   	7830504	1L7	1          	3R	  	A749    	PT22                
PT220C      	11/06/2001	WP	TIMM  	PT220 	8980203	1L7	1          	3R	  	TC750   	PT220C              
PT22A       	03/22/1983	WP	RYAN  	ST3   	7830506	1L7	1          	3R	  	A749    	PT22A               
PT23        	03/22/1983	EA	FRCHLD	M62   	3371632	1L7	1          	3R	  	A724    	PT23                
PT23A       	03/22/1983	EA	FRCHLD	M62   	3371640	1L7	1          	3R	  	A724    	PT23A               
PT23AE      	03/22/1983	EA	FRCHLD	M62   	3371634	1L7	1          	3R	  	A724    	PT23AE              
PT23ASL     	03/22/1983	EA	FRCHLD	M62   	3371642	1L7	1          	3R	  	A724    	PT23ASL             
PT23HO      	03/22/1983	EA	FRCHLD	M62   	3371636	1L7	1          	3R	  	A724    	PT23HO              
PT23SL      	03/22/1983	EA	FRCHLD	M62   	3371638	1L7	1          	3R	  	A724    	PT23SL              
PT26        	03/22/1983	EA	FRCHLD	M62   	3371622	1L7	1          	3I	  	A724    	PT26                
PT26A       	03/22/1983	EA	FRCHLD	M62   	3371624	1L7	1          	3I	  	A724    	PT26A               
PT26B       	03/22/1983	EA	FRCHLD	M62   	3371626	1L7	1          	3I	  	A724    	PT26B               
PT27        	03/22/1983	CE	BOEING	75    	1380150	1Q7	1          	3R	  	A743    	PT27                
PT5         	08/08/1990	GL	AMTR  	DEHUNN	1302635	1G7	1          	3O	NT	EXPA1G71	DUANE HUNN PT5      
PT6         	03/22/1983	EA	CUNHAM	PT6   	2580102	1Q7	1          	3R	  	ATC177  	PT6                 
PT6F        	03/22/1983	EA	CUNHAM	PT6   	2580104	1Q7	1          	3R	  	ATC177  	PT6F                
PTERODACTYL 	02/06/2002	GL	AMTR  	PTEROD	       	1H7	1          	3O	  	EXPA1H71	PTERODACTYL         
PTKROOS     	03/22/1983	CE	ROOS  	PT    	7680310	1Q7	1          	3R	  	ATC279  	PTK                 
PTROOS      	03/22/1983	CE	ROOS  	PT    	7680308	1Q7	1          	3V	  	ATC181  	PT                  
PTWROOS     	03/22/1983	CE	ROOS  	PT    	7680312	1Q7	1          	3R	  	ATC284  	PTW                 
PUFFIN1     	10/07/1999	GL	AMTR  	BRIANS	05613BR	1M7	1          	3I	NC	EXPA1M71	PUFFIN1             
PULSAR      	11/15/1991	GL	AMTR  	PULSAR	05616HH	1L7	1          	3I	NT	EXPA1L71	PULSAR              
PULSARII    	06/09/2003	GL	AMTR  	PULSAR	05609SS	1L7	1          	  	NT	EXPA1L71	PULSARII            
PULSARIII   	10/17/2008	GL	AMTR  	PULSAR	       	1L7	1          	  	NT	        	PULSARIII           
PULSARSERIE3	09/18/2008	GL	AMTR  	PULSAR	       	1L7	1          	3O	NT	EXPA1L71	PULSARSERIES3       
PULSARXP    	08/01/2002	GL	AMTR  	PULSAR	05602DA	1L7	1          	  	NT	EXPA1L71	PULSARXP            
PUREAIR     	03/22/1983	GL	AMTR  	PURE  	       	1H7	1          	3O	  	EXPA1H71	PUREAIR             
PURSUIT     	01/24/1991	GL	AMTR  	PURSUT	056125L	1L7	1          	3U	NT	EXPA1L71	PURSUIT             
PUSHER      	10/07/1999	GL	AMTR  	PUSHER	05613KS	1L7	1          	3O	RT	EXPA1L71	PRESCOTTPUSHER      
PUSSMOTH80A 	03/22/1983	EU	HWKSLY	80A   	2800902	1H7	1          	3I	  	2393    	PUSSMOTH80A         
PV1         	03/10/1998	SW	LKHEED	PV1   	5260104	2M7	2          	4R	RT	EXPA2M2 	PV1                 
PV18        	12/16/2009	WP	PIASEC	PV18  	6980403	1G7	1          	3R	NC	EXPA1G71	PV18HUP1RETRIEVER   
PV1AIRTDCORP	03/22/1983	EA	LKHEED	PV1   	5260106	2L7	2          	4R	  	LTC13   	PV1                 
PV2AIRTDCORP	03/22/1983	EA	LKHEED	PV1   	5260106	2L7	2          	4R	  	AL13    	PV2                 
PW5GLIDER   	02/04/1999	GL	AMTR  	PW5   	056858Y	1H0	0          	0 	0 	EXPA1H00	PW5GLIDER           
PZL101      	09/16/2008	EU	PZLWAR	101   	       	1H7	1          	3R	NC	EXPA1H71	PZL101              
PZL104      	04/20/1992	EU	WSK   	WILGA 	9810280	1H7	1          	3R	NC	A55EU   	PZL104WILGA80       
PZL10480    	11/13/2008	EU	PZLWAR	WILGA 	9810280	1H7	1          	3R	NC	        	PZL104WILGA80       
PZL104M2000 	11/13/2008	EU	EADSNV	WILGA 	7360320	1H7	1          	3O	NC	A55EU   	PZL104WILGAM2000    
PZL104MA2000	11/13/2008	EU	EADSNV	WILGA 	       	1H7	1          	3O	NC	A55EU   	PZL104WILGAMA2000   
PZL104W35A  	05/20/2004	EU	PZLWAR	WILGA 	7360104	1H7	1          	3R	NC	EXPA1H71	PZL104WILGA35A      
PZL150A     	06/18/1996	EU	WSK   	150A  	05625QK	1L7	1          	3O	NT	A69EU   	KOLIBERPZL150A      
PZLM18      	11/15/1983	EU	WSK   	M18   	9180102	1L7	1          	3R	  	        	PZLM18              
PZLM18B     	11/06/2001	EU	WSK   	M18   	9810125	1L7	1          	3R	  	A47EU   	PZLM18B             
PZLM2805    	03/21/2014	EU	PZLWAR	M28   	7270100	2H7	2          	4T	RT	A56CE   	PZLM2805            
Q2          	08/23/1996	GL	AMTR  	Q2    	05616WG	1L7	1          	3O	NC	EXPA1L71	Q2                  
Q200        	08/15/2000	GL	AMTR  	QUIKIE	05645VF	1L7	1          	3O	NC	EXPA1L71	QUICKIEQ2           
Q2000       	06/12/1995	GL	AMTR  	Q2000 	05645D2	1M7	1          	3O	NT	EXPA1M71	Q2000               
QAC1        	06/10/1983	GL	AMTR  	QAC1  	       	1M7	1          	3O	  	EXPA1M71	QAC1                
QCF         	03/22/1983	EA	WACO  	Q     	9600408	1Q7	1          	3R	  	ATC416  	QCF                 
QDC         	03/22/1983	EA	WACO  	Q     	9600504	1Q7	1          	3R	  	ATC412  	QDC                 
QSO         	03/22/1983	EA	WACO  	Q     	9601210	1Q7	1          	3R	  	ATC337  	QSO                 
QU22A       	02/09/2001	CE	BEECH 	1074  	1151606	1L7	1          	3O	RT	EXPA1L71	QU22A               
QUBE80      	04/17/2001	CE	AERSTR	QUBE  	7487080	1B0	0          	  	  	A15CE   	QUBE80              
QUESTAIR20  	10/07/1999	GL	AMTR  	QSTAIR	       	1L7	1          	3O	RC	EXPA1L71	QUESTAIR20          
QUESTAIRVENT	04/11/2001	GL	AMTR  	QUTAIR	0561898	1L7	1          	3O	RT	EXPA1L71	QUESTAIRVENTURE     
QUICKIE     	10/07/1999	GL	AMTR  	QUICKE	       	1L7	1          	3O	  	EXPA1L71	QUICKIE             
QUICKIE2    	10/07/1999	GL	AMTR  	QUICKE	       	1L7	1          	3O	  	EXPA1L71	QUICKIE             
QUICKSILV2S 	09/26/2008	  	AMTR  	QIKSIL	       	1H7	1          	  	  	        	QUICKSILVERSPORT2S  
QUICKSILVER 	09/10/2001	GL	AMTR  	QIKSIL	       	1H7	1          	  	  	EXPA1H71	QUICKSILVER         
QUICKSILVS2 	09/25/2008	  	AMTR  	QIKSIL	       	1H7	1          	  	  	        	QUICKSILVERSPORTS2  
QUICKSLVERII	04/16/2002	GL	AMTR  	QIKSIL	       	1H7	1          	  	NT	EXPA1H71	QUICKSILVERMXLII    
R172E       	03/22/1983	CE	CESSNA	172   	2072413	1H7	1          	3O	  	3A17    	R172E               
R172F       	03/22/1983	CE	CESSNA	172   	       	1H7	1          	3O	  	3A17    	R172F               
R172G       	03/22/1983	CE	CESSNA	172   	2072421	1H7	1          	3O	  	3A17    	R172G               
R172H       	03/22/1983	CE	CESSNA	172   	2072425	1H7	1          	3O	  	3A17    	R172H               
R172J       	03/22/1983	CE	CESSNA	172   	2072428	1H7	1          	3O	  	3A17    	R172J               
R172K       	03/22/1983	CE	CESSNA	172   	2072431	1H7	1          	3O	  	3A17    	R172K               
R182        	09/28/1993	CE	CESSNA	182   	2072734	1H7	1          	3O	RT	3A13    	R182                
R2          	10/07/1999	GL	AMTR  	R2    	05611DD	1M7	1          	3O	NC	EXPA1M71	R2                  
R20         	06/10/1991	SO	LKHEED	10    	5261306	1L7	2          	3R	  	TC551   	R20                 
R2160       	11/14/1991	EU	AVIONS	R2160 	0960101	1L7	1          	3O	RT	A48EU   	R2160               
R22         	04/03/1984	WP	ROBSIN	R22   	7640102	1G7	1          	3O	  	H10WE   	R22                 
R22ALPHA    	04/03/1984	WP	ROBSIN	R22   	7640104	1G7	1          	3O	  	H10WE   	R22ALPHA            
R22BETA     	11/06/2001	NM	ROBSIN	R22   	7640110	1G7	1          	3O	  	H10WE   	R22BETA             
R22BETAII   	05/25/2000	NM	ROBSIN	R22   	7640110	1G7	1          	3O	  	H10WE   	R22BETAII           
R22HP       	06/30/1992	WP	ROBSIN	R22   	       	1G7	1          	3O	O 	H10WE   	R22HP               
R22MARINER  	11/06/2001	NM	ROBSIN	R22   	7640115	1G7	1          	3O	  	H10WE   	R22MARINER          
R22MARINERII	07/27/2000	NM	ROBSIN	R22   	       	1G7	1          	3O	  	H10WE   	R22MARINERII        
R2D1        	03/22/1983	WP	DOUG  	DC2   	       	2L7	2          	4R	  	ATC540  	R2D1                
R3000160    	08/07/2015	EU	APEXAC	R3000 	       	1L7	1          	3O	NT	A66EU   	R3000160            
R301        	06/10/1991	SO	LKHEED	10    	5261312	1L7	2          	3R	  	TC584   	R301                
R400        	03/22/1983	CE	INLAND	R400  	4550502	1H7	1          	3R	  	ATC343  	R400                
R420        	01/31/2002	GL	CAMRON	R420  	1880420	1B0	0          	  	  	EXPA1B00	R420                
R44         	08/05/1993	WP	ROBSIN	R44   	7640120	1G7	1          	3O	  	H11NM   	R44                 
R44ASTRO    	11/04/2008	SW	ROBSIN	R44   	7640121	1G7	1          	3O	  	H11NM   	R44ASTRO            
R44RAVENII  	05/20/2003	WP	ROBSIN	R44   	7640122	1G7	1          	3O	  	H11NM   	R44RAVENII          
R4D1        	03/22/1983	WP	DOUG  	DC3   	3021463	2L7	2          	4R	  	A669    	R4D1                
R4D2        	03/22/1983	WP	DOUG  	DC3   	3021432	2L7	2          	4R	  	A618    	R4D2                
R4D3        	03/22/1983	WP	DOUG  	DC3   	3021452	2L7	2          	4R	  	A669    	R4D3                
R4D4        	03/22/1983	WP	DOUG  	DC3   	3021453	2L7	2          	4R	  	A669    	R4D4                
R4D5        	03/22/1983	WP	DOUG  	DC3   	3021464	2L7	2          	4R	  	A669    	R4D5                
R4D6        	03/22/1983	WP	DOUG  	DC3   	3021468	2L7	2          	4R	  	A669    	R4D6                
R4D8        	03/22/1983	WP	DOUG  	DC3   	3021474	2L7	2          	4R	  	6A2     	R4D8                
R4D8Z       	03/22/1983	WP	DOUG  	DC3   	3021476	2L7	2          	4R	  	6A2     	R4D8Z               
R5D1        	03/22/1983	WP	DOUG  	DC4   	3021508	2L7	4          	4R	  	A762    	R5D1                
R5D2        	03/22/1983	WP	DOUG  	DC4   	3021520	2L7	4          	4R	  	A762    	R5D2                
R5D3        	03/22/1983	WP	DOUG  	DC4   	3021526	2L7	4          	4R	  	A762    	R5D3                
R5D4        	03/22/1983	WP	DOUG  	DC4   	3021532	2L7	4          	4R	  	A762    	R5D4                
R5D5        	03/22/1983	WP	DOUG  	DC4   	3021538	2L7	4          	4R	  	A762    	R5D5                
R66         	06/21/2011	NM	ROBSIN	R66   	7640130	1G7	1          	3U	  	R00015LA	R66                 
R6D1        	03/22/1983	WP	DOUG  	DC6   	3021708	2L7	4          	4R	  	6A3     	R6D1                
R6D1Z       	03/22/1983	WP	DOUG  	DC6   	3021714	2L7	4          	4R	  	6A4     	R6D1Z               
R77A        	07/15/1985	NM	RAVEN 	S77   	7480650	1B0	0          	  	  	A15CE   	R77A                
R7V1        	06/10/1991	SO	LKHEED	1049  	5262106	2L7	4          	4R	  	6A5     	R7V1                
RADIALROCKET	06/18/2007	CE	AMTR  	ROCKET	056212F	1L7	1          	3R	NC	EXPA1L71	RADIALROCKET        
RAF2000     	10/08/1992	GL	AMTR  	RF2000	13017MN	1G7	1          	3O	NT	EXPA1G71	RAF2000             
RAF2000GTX  	05/01/2001	GL	AMTR  	RF2000	05624QT	1Q7	1          	3O	NT	EXPA1G71	RAF2000GTX          
